ticker,bar_et,scan_key,mode,setup_tags,pass_score,close,pre_clv,post_clv,mf_z,vol_spike,rvol_slot,session_rvol,vwap,dist_vwap_pct,atr_expand,rs_qqq_20,rs_open_qqq,rs_sec_20,wick_ratio,body_ratio,daily_uptrend,daily_ema_stack,intra_uptrend,above_vwap,breakout,orb_break,vwap_reclaim,pmh_break,first_pullback,squeeze_release,sector
FLEX,2026-05-29 11:30,FLEX|2026-05-29 11:30,CONTINUATION,1stPB,12.857,152.565,0.4879,0.2638,0.238,1.101,1.685,1.365,151.016,1.03,0.661,0.0355,0.0463,0,0.34,0.193,True,True,True,True,False,False,False,False,True,False,UNKNOWN
BELFB,2026-05-29 11:30,BELFB|2026-05-29 11:30,BOTH,VWAP,12.629,268.9,-0.9862,0.9804,2.696,1.752,1.246,0.514,267.9505,0.35,1.279,-0.051,-0.0244,0,0.02,0.43,True,True,False,True,False,False,True,False,False,False,UNKNOWN
ATI,2026-05-29 12:00,ATI|2026-05-29 12:00,CONTINUATION,1stPB,12.535,175.24,0.2724,-0.2013,0.107,1.123,1.596,2.052,174.8744,0.21,0.838,0.0209,0.0283,0,0.06,0.293,True,True,True,True,False,False,False,False,True,False,UNKNOWN
TIGO,2026-05-29 11:30,TIGO|2026-05-29 11:30,REVERSAL,"VWAP, 1stPB",12.473,85.87,0.2522,0.2715,0.944,0.99,1.71,1.113,85.7578,0.13,0.961,0.0035,0.0293,0,0.171,0.0,True,True,True,True,False,False,True,False,True,False,UNKNOWN
STRL,2026-05-29 11:30,STRL|2026-05-29 11:30,REVERSAL,1stPB,11.067,861.32,-0.0234,0.225,-0.085,0.429,0.957,1.894,855.8916,0.63,0.641,0.0896,0.0183,0,0.17,0.082,True,True,True,True,False,False,False,False,True,False,UNKNOWN
IBKR,2026-05-29 11:30,IBKR|2026-05-29 11:30,CONTINUATION,1stPB,9.834,85.84,0.2246,0.5137,-0.508,0.456,0.849,1.31,85.2376,0.71,0.789,0.0497,0.0367,0,0.129,0.261,False,True,True,True,False,False,False,False,True,False,UNKNOWN
DELL,2026-05-29 14:30,DELL|2026-05-29 14:30,STRONG_CONT,VWAP,16.605,416.445,0.3244,0.7769,0.608,0.64,4.133,5.78,414.0537,0.58,0.339,0.2762,0.0025,0,0.162,0.63,True,True,True,True,False,False,True,False,False,False,UNKNOWN
CPAY,2026-05-29 14:30,CPAY|2026-05-29 14:30,CONTINUATION,1stPB,12.822,362.5,0.1342,-0.1515,0.15,1.757,1.601,1.103,360.2932,0.61,1.054,0.0215,0.0395,0,0.128,0.318,True,True,True,True,False,False,False,False,True,False,UNKNOWN
IBKR,2026-05-29 14:30,IBKR|2026-05-29 14:30,CONTINUATION,1stPB,10.563,86.47,0.4645,0.2829,-0.769,0.46,0.942,1.14,85.6368,0.97,0.795,0.0672,0.0456,0,0.071,0.421,False,True,True,True,False,False,False,False,True,False,UNKNOWN
APP,2026-05-29 14:30,APP|2026-05-29 14:30,BOTH,1stPB,10.348,611.99,0.0471,0.6294,0.507,0.927,1.181,0.952,601.9467,1.67,0.517,0.0141,0.0237,0,0.08,0.221,True,True,True,True,False,False,False,False,True,False,UNKNOWN
STT,2026-05-29 14:30,STT|2026-05-29 14:30,SQUEEZE_POP,NR7,7.312,155.78,0.0269,-0.9485,-1.052,1.328,1.795,1.421,156.8635,-0.69,1.291,-0.0081,-0.0055,0,0.247,0.701,True,True,False,False,False,False,False,False,False,False,UNKNOWN
