ticker,bar_et,scan_key,mode,setup_tags,pass_score,close,pre_clv,post_clv,mf_z,vol_spike,rvol_slot,session_rvol,vwap,dist_vwap_pct,atr_expand,rs_qqq_20,rs_open_qqq,rs_sec_20,wick_ratio,body_ratio,daily_uptrend,daily_ema_stack,intra_uptrend,above_vwap,breakout,orb_break,vwap_reclaim,pmh_break,first_pullback,squeeze_release,sector
HQY,2026-04-27 10:30,HQY|2026-04-27 10:30,BOTH,1stPB,16.075,85.215,0.0,0.9509,2.165,1.345,2.27,0.926,84.0213,1.42,2.575,0.0652,0.0414,0.0,0.045,0.856,False,True,True,True,False,False,False,False,True,False,UNKNOWN
CHRW,2026-04-27 10:30,CHRW|2026-04-27 10:30,STRONG_CONT,"ORB, HH, BOX, SQ",15.032,185.4825,0.0519,0.7973,2.021,1.633,0.946,0.709,184.244,0.67,1.881,-0.008,0.0133,0.0,0.085,0.781,True,True,True,True,True,True,False,False,False,True,UNKNOWN
RELY,2026-04-27 10:00,RELY|2026-04-27 10:00,REVERSAL,"VWAP, BOX",14.93,21.235,0.0824,0.2709,2.418,1.901,1.097,0.868,21.0987,0.65,2.209,0.0266,0.008,0.0,0.077,0.862,True,True,True,True,True,False,True,False,False,False,UNKNOWN
MU,2026-04-27 10:30,MU|2026-04-27 10:30,SQUEEZE_POP,NR7,9.902,517.45,-0.2331,-0.4989,-0.147,1.104,0.913,1.182,521.1499,-0.71,1.207,0.0714,0.0151,0.0458,0.523,0.024,True,True,True,False,False,False,False,False,False,False,SEMIS
GNRC,2026-04-27 10:00,GNRC|2026-04-27 10:00,SQUEEZE_POP,SQ,8.106,215.185,0.1134,-0.6686,-1.507,1.229,1.359,2.367,219.6989,-2.05,2.033,-0.0348,-0.043,0.0,0.101,0.754,True,True,False,False,False,False,False,False,False,True,UNKNOWN
SANM,2026-04-27 10:30,SANM|2026-04-27 10:30,SQUEEZE_POP,NR7,7.884,185.51,0.2919,-0.8174,-0.633,0.517,0.95,3.459,188.5569,-1.62,1.227,0.0268,-0.0597,0.0,0.564,0.308,True,True,False,False,False,False,False,False,False,False,UNKNOWN
VSAT,2026-04-27 10:00,VSAT|2026-04-27 10:00,SQUEEZE_POP,SQ,7.796,59.2,0.0744,-0.5122,-2.722,1.692,1.277,1.39,60.2265,-1.7,1.511,-0.0622,-0.0468,0.0,0.018,0.974,True,True,False,False,False,False,False,False,False,True,UNKNOWN
RF,2026-04-27 10:30,RF|2026-04-27 10:30,SQUEEZE_POP,NR7,7.353,28.18,0.2232,0.0914,0.945,0.529,0.401,0.535,28.0662,0.41,1.278,-0.0237,0.0149,0.0,0.094,0.844,True,True,False,True,False,False,False,False,False,False,UNKNOWN
CPRX,2026-04-27 12:00,CPRX|2026-04-27 12:00,SQUEEZE_POP,"HH, BOX, NR7",20.315,30.07,0.3483,-0.222,-6.202,21.041,24.917,10.146,29.9423,0.43,5.884,0.0668,0.0921,0,0.613,0.185,True,True,True,True,True,False,False,False,False,False,UNKNOWN
ARCB,2026-04-27 12:00,ARCB|2026-04-27 12:00,BOTH,"ORB, HH",17.437,125.25,-0.159,0.5635,0.903,2.454,2.357,1.591,123.9139,1.08,1.62,0.0289,0.0172,0,0.358,0.625,True,True,True,True,True,True,False,False,False,False,UNKNOWN
EWBC,2026-04-27 12:30,EWBC|2026-04-27 12:30,CONTINUATION,1stPB,11.336,124.44,0.1654,0.0589,1.043,1.67,1.803,0.71,124.1332,0.25,0.809,0.0059,0.0087,0,0.31,0.19,True,True,True,True,False,False,False,False,True,False,UNKNOWN
GNRC,2026-04-27 12:30,GNRC|2026-04-27 12:30,STRONG_CONT,VWAP,11.13,217.975,0.234,0.7833,0.881,0.826,1.84,1.959,217.5292,0.2,0.811,-0.0173,-0.0319,0,0.083,0.917,True,True,False,True,False,False,True,False,False,False,UNKNOWN
PCAR,2026-04-27 12:00,PCAR|2026-04-27 12:00,STRONG_REV,"1stPB, SQ",9.948,127.675,-0.516,0.5507,0.175,0.639,0.764,1.202,127.1766,0.39,0.533,-0.0084,0.0166,0,0.348,0.101,True,True,True,True,False,False,False,False,True,True,UNKNOWN
